 20241127-163047,[command] python run_expid.py --config ./config/FinalMLP_frappe_x1 --expid FinalMLP_frappe_x1_017_0d4bb309 --gpu 0,[exp_id] FinalMLP_frappe_x1_017_0d4bb309,[dataset_id] frappe_x1_47e6e0df,[train] N.A.,[val] AUC: 0.986880 - logloss: 0.151959,[test] AUC: 0.985833 - logloss: 0.160290
 20241127-163236,[command] python run_expid.py --config ./config/FinalMLP_frappe_x1 --expid FinalMLP_frappe_x1_020_43ea9345 --gpu 0,[exp_id] FinalMLP_frappe_x1_020_43ea9345,[dataset_id] frappe_x1_47e6e0df,[train] N.A.,[val] AUC: 0.986242 - logloss: 0.144495,[test] AUC: 0.985838 - logloss: 0.149131
 20241127-163420,[command] python run_expid.py --config ./config/FinalMLP_frappe_x1 --expid FinalMLP_frappe_x1_021_66deaab5 --gpu 0,[exp_id] FinalMLP_frappe_x1_021_66deaab5,[dataset_id] frappe_x1_47e6e0df,[train] N.A.,[val] AUC: 0.985655 - logloss: 0.148133,[test] AUC: 0.984261 - logloss: 0.156194
 20241127-163554,[command] python run_expid.py --config ./config/FinalMLP_frappe_x1 --expid FinalMLP_frappe_x1_024_f5757ee4 --gpu 0,[exp_id] FinalMLP_frappe_x1_024_f5757ee4,[dataset_id] frappe_x1_47e6e0df,[train] N.A.,[val] AUC: 0.986230 - logloss: 0.140924,[test] AUC: 0.985034 - logloss: 0.148676
 20241127-163722,[command] python run_expid.py --config ./config/FinalMLP_frappe_x1 --expid FinalMLP_frappe_x1_025_9edf1620 --gpu 0,[exp_id] FinalMLP_frappe_x1_025_9edf1620,[dataset_id] frappe_x1_47e6e0df,[train] N.A.,[val] AUC: 0.986168 - logloss: 0.149975,[test] AUC: 0.985623 - logloss: 0.153249
 20241127-163917,[command] python run_expid.py --config ./config/FinalMLP_frappe_x1 --expid FinalMLP_frappe_x1_026_9322fc56 --gpu 0,[exp_id] FinalMLP_frappe_x1_026_9322fc56,[dataset_id] frappe_x1_47e6e0df,[train] N.A.,[val] AUC: 0.986461 - logloss: 0.147318,[test] AUC: 0.985263 - logloss: 0.156672
 20241127-164045,[command] python run_expid.py --config ./config/FinalMLP_frappe_x1 --expid FinalMLP_frappe_x1_029_568737e2 --gpu 0,[exp_id] FinalMLP_frappe_x1_029_568737e2,[dataset_id] frappe_x1_47e6e0df,[train] N.A.,[val] AUC: 0.986282 - logloss: 0.147680,[test] AUC: 0.985132 - logloss: 0.155292
 20241127-164215,[command] python run_expid.py --config ./config/FinalMLP_frappe_x1 --expid FinalMLP_frappe_x1_030_efe0a897 --gpu 0,[exp_id] FinalMLP_frappe_x1_030_efe0a897,[dataset_id] frappe_x1_47e6e0df,[train] N.A.,[val] AUC: 0.985089 - logloss: 0.144798,[test] AUC: 0.984332 - logloss: 0.149588
 20241127-164345,[command] python run_expid.py --config ./config/FinalMLP_frappe_x1 --expid FinalMLP_frappe_x1_032_b99338a0 --gpu 0,[exp_id] FinalMLP_frappe_x1_032_b99338a0,[dataset_id] frappe_x1_47e6e0df,[train] N.A.,[val] AUC: 0.985089 - logloss: 0.144798,[test] AUC: 0.984332 - logloss: 0.149588
 20241127-215715,[command] python run_expid.py --config ./config/FinalMLP_frappe_x1 --expid FinalMLP_frappe_x1_014_3555f93d --gpu 0,[exp_id] FinalMLP_frappe_x1_014_3555f93d,[dataset_id] frappe_x1_47e6e0df,[train] N.A.,[val] AUC: 0.985921 - logloss: 0.143700,[test] AUC: 0.984501 - logloss: 0.153362
 20241128-082707,[command] python run_expid.py --config ./config/FinalMLP_frappe_x1 --expid FinalMLP_frappe_x1_018_064b19f8 --gpu 0,[exp_id] FinalMLP_frappe_x1_018_064b19f8,[dataset_id] frappe_x1_47e6e0df,[train] N.A.,[val] AUC: 0.985877 - logloss: 0.147023,[test] AUC: 0.984732 - logloss: 0.154865
