 20241128-085546,[command] python run_expid.py --config ./config/DualMLP_avazu_x1 --expid DualMLP_avazu_x1_001_2e046612 --gpu 0,[exp_id] DualMLP_avazu_x1_001_2e046612,[dataset_id] avazu_x1_0bbde04e,[train] N.A.,[val] AUC: 0.746770 - logloss: 0.395758,[test] AUC: 0.762748 - logloss: 0.367912
 20241128-110114,[command] python run_expid.py --config ./config/DualMLP_avazu_x1 --expid DualMLP_avazu_x1_002_1c2c1f09 --gpu 0,[exp_id] DualMLP_avazu_x1_002_1c2c1f09,[dataset_id] avazu_x1_0bbde04e,[train] N.A.,[val] AUC: 0.747158 - logloss: 0.395985,[test] AUC: 0.763106 - logloss: 0.367721
 20241128-223835,[command] python run_expid.py --config ./config/DualMLP_avazu_x1 --expid DualMLP_avazu_x1_003_0a0bf2de --gpu 0,[exp_id] DualMLP_avazu_x1_003_0a0bf2de,[dataset_id] avazu_x1_0bbde04e,[train] N.A.,[val] AUC: 0.748086 - logloss: 0.395181,[test] AUC: 0.765095 - logloss: 0.366319
 20241128-231811,[command] python run_expid.py --config ./config/DualMLP_avazu_x1 --expid DualMLP_avazu_x1_004_719bb9c6 --gpu 0,[exp_id] DualMLP_avazu_x1_004_719bb9c6,[dataset_id] avazu_x1_0bbde04e,[train] N.A.,[val] AUC: 0.747345 - logloss: 0.395424,[test] AUC: 0.762193 - logloss: 0.368464
 20241129-000413,[command] python run_expid.py --config ./config/DualMLP_avazu_x1 --expid DualMLP_avazu_x1_005_4818fa19 --gpu 0,[exp_id] DualMLP_avazu_x1_005_4818fa19,[dataset_id] avazu_x1_0bbde04e,[train] N.A.,[val] AUC: 0.746898 - logloss: 0.396296,[test] AUC: 0.765208 - logloss: 0.367123
